STATE,COUNTY,GRASS PLANTINGS INTROD(CP1),GRASS PLANTINGS NATIVE (CP2),TREE PLANTINGS SOFTWOODS (CP3),TREE PLANTINGS LONGLEAF PINE (CP3A),TREE PLANTINGS HARDWOODS (CP3A),WILDLIFE HABITAT (CP4D),WILDLIFE CORRIDORS (CP4B),"FIELD
WINDBREAKS
(CP5)","DIVERSIONS
& EROSION
CONTROL
STRUC.
(CP6&CP7)","GRASS
WATERWAYS
(CP8)","SHALLOW
WATER FOR
WILDLIFE
(CP9)","EXISTING
GRASS
(CP10)","EXISTING
TREES
(CP11)","WILDLIFE
FOOD
PLOTS
(CP12)","CONTOUR
GRASS
STRIPS
(CP15)","SHELTER-
BELTS
(CP16)","LIVING
SNOW
FENCES
(CP17)","SALINITY
REDUCING
VEGETATION
(CP18)","FILTER-
STRIPS
(CP21)","RIPARIAN
BUFFERS
3/
(CP22)",WETLAND RESTORATION (CP23) ,WETLAND RESTORATION FLOODPLAIN (CP23) ,WETLAND RESTORATION NON-FLOODPLAIN (CP23A),"CROSS
WIND TRAP
STRIPS
(CP24)","RARE AND
DECLINING
HABITAT
(CP25)","FARMABLE WETLAND
PROGRAM 6 WETLAND (CP27)","FARMABLE WETLAND
PROGRAM BUFFER (CP28)","MARGINAL PASTURE
BUFFERS WILDLIFE (CP29)","MARGINAL PASTURE
BUFFERS WETLAND (CP30)","BOTTOMLAND
HARDWOOD
TREES
(CP31)","UPLAND
BIRD
HABITAT
BUFFERS
(CP33)","LONGLEAF
PINE
(CP36)","DUCK
NESTING
HABITAT
(CP37)","STATE
ACRES FOR
WILDLIFE
ENHANCEMENT
(CP38)",FARMABLE WETLAND PROGRAM CONSTRUCTED WETLANDS (CP39),FARMABLE WETLAND PROGRAM AQUACULTURE WETLANDS (CP40),FARMABLE WETLAND PROGRAM FLOODED PRAIRIE WETLANDS (CP41) ,"POLLINATOR
HABITAT 8/
(CP42)","PRAIRIE STRIPS
(CP43)","CRP
GRASSLANDS - 
INTRODUCED
GRASSES
(CP87)","CRP
GRASSLANDS - 
NATIVE
GRASSES
(CP88)","SOIL HEALTH PERRENIAL CONSERV. COVER
(CP90)",TOTAL
KANSAS,MIAMI,162,83,,,,,,,,38,,,,,,,,,149,1,,,,,"1,396",,,,,,313,,,36,,,,,,447,42,,"2,666"
KANSAS,MITCHELL,,565,,,,"1,725",,24,,14,,,,62,,,,2,137,,,,,,"2,935",,,,,,48,,,498,,,,53,7,,,,"6,069"
KANSAS,MONTGOMERY,42,,,,,,,,,13,,,,,,,,,8,2,,,,,39,,,,,,,,,23,,,,,,,,,128
KANSAS,MORRIS,,760,0,0,4,,,3,,5,,,,,,,,,89,15,,21,,,933,,,,,4,206,,,145,,,,,,,534,,"2,721"
KANSAS,MORTON,217,"36,654",,,,,,,,,,,,,,,,,,,,,,,"2,060",,,,,,,,,"32,936",,,,,,,"6,100",,"77,968"
KANSAS,NEMAHA,100,965,,,,343,,,,,,,,66,,1,,,566,68,,,,,"1,088",,,,,6,262,,,680,,,,"1,145",13,,,,"5,303"
KANSAS,NEOSHO,,297,,,,4,,,,26,10,,,5,9,,,,53,,,11,,,583,,,,,,105,,,37,,,,3,,,,,"1,143"
KANSAS,NESS,1,"1,861",,,,"4,314",,2,,161,,,,18,112,17,,,169,,,,,,"24,015",,,,,,51,,,"24,358",,,,,,,"8,392",,"63,472"
KANSAS,NORTON,,"2,898",,,,"1,952",,8,,17,,,,18,,5,,,,,,,21,,"4,988",,,,,,177,,,252,,,,57,,,703,,"11,096"
KANSAS,OSAGE,9,"1,410",,,,125,,3,,12,11,,,14,17,0,,,273,17,,12,,,"1,676",,,,,,148,,,566,,,,15,,,,,"4,308"
KANSAS,OSBORNE,27,743,,,,"3,342",,1,,50,,,,16,25,3,,,92,,,,,,"1,974",,,,,,397,,,373,,,,28,,,144,,"7,214"
KANSAS,OTTAWA,,831,,,,"1,025",,,,27,,,,35,19,,,,66,,,23,18,,"4,576",,,,,,385,,,144,,,,134,,,,,"7,282"
KANSAS,PAWNEE,,"2,833",,,,"3,770",,2,,26,,,,,,6,,,130,,,,221,,"5,438",2,1,,,,189,,,"4,515",,,,2,,,149,,"17,284"
KANSAS,PHILLIPS,8,"1,359",,,,"2,433",,6,,25,,,,27,13,7,,,,203,,,5,,"4,879",7,20,,,,384,,,"1,040",,,,133,,,194,,"10,742"
KANSAS,POTTAWATOMIE,769,"1,964",3,0,4,436,,,,,,,,4,,,1,,194,2,,,,,"2,297",,,,,,65,,,378,,,,8,7,,326,,"6,459"
KANSAS,PRATT,,"9,966",,,,462,,31,,9,,,,53,,2,,,,,,,,,"9,252",17,17,,,,848,,,"1,484",,,,,,,"1,049",,"23,189"
KANSAS,RAWLINS,,940,,,,104,,,,10,,,,2,22,,,,,,,,,,372,3,8,,,,30,,,417,,,,357,,,"1,521",,"3,784"
KANSAS,RENO,201,"23,500",0,0,8,"2,629",,41,,9,,,,190,,,,,33,7,,25,174,,"17,137",239,519,,,,428,,,"1,107",,,,,,,"1,844",,"48,092"
KANSAS,REPUBLIC,,805,,,,"2,247",,,,18,,,,24,,,,,330,,,,,,644,,,,,,130,,,234,,,,37,,,,,"4,468"
KANSAS,RICE,,"2,087",,,,"1,510",,,,64,9,,,50,2,,,,35,,,111,,,"2,781",0,1,,,,304,,,674,,,,13,,,,,"7,641"
KANSAS,RILEY,111,123,,,,9,,,,2,,,,2,,,,,137,41,,,,,602,,,,,,18,,,8,,,,,,,,,"1,053"
KANSAS,ROOKS,,"1,633",,,,"7,064",,58,,167,,,,146,128,28,2,,8,4,,,,,"5,880",,,,,,536,,,430,,,,,,,,,"16,085"
KANSAS,RUSH,,460,,,,"5,019",,13,,236,4,,,21,9,10,,,361,,,,,,"12,106",,,,,,198,,,"1,811",,,,7,,,433,,"20,687"
KANSAS,RUSSELL,,280,,,,"9,413",,2,,54,,,,102,19,,,,10,,,,15,,"16,392",,,,,,480,,,287,,,,495,,,834,,"28,384"
KANSAS,SALINE,,26,,,,"2,007",,5,,76,,,,42,27,,,,52,13,,20,,,"2,357",,,,,,221,,,175,,,,5,,,170,,"5,196"
KANSAS,SCOTT,,713,,,,38,,2,,41,,,,,,,,,27,,,,259,,"3,562",,,,,,57,,,"2,325",,,,,65,,"7,130",,"14,219"
KANSAS,SEDGWICK,,277,,,,,,6,,70,4,,,,20,,,,67,,,,,,155,,,,,,147,,,40,,,,19,,,19,,823
KANSAS,SEWARD,340,"7,299",,,,"12,422",,,,,,,,,,,,,,,,,,,"8,235",,,,,,,,,"10,550",,,,,,62,"25,047",,"63,955"
KANSAS,SHAWNEE,,424,,,,,,,,,,,,10,,,,,414,,,,,,653,,,,,,123,,,145,,,,,,,9,,"1,777"
KANSAS,SHERIDAN,,"1,195",,,,254,,,,3,,,,1,,,,,,,,,20,,"3,122",,,,,,,,,"1,678",,,,377,,,"2,059",,"8,709"
KANSAS,SHERMAN,,"5,933",,,,756,,,,25,,,,14,,,,,,,,,21,,"20,900",17,34,,,,133,,,"3,108",,,,,,,"1,131",,"32,072"
KANSAS,SMITH,206,171,,,,144,,44,,72,,,,12,6,14,20,,33,,,,,,"3,346",,,,,,"1,091",,,703,,,,158,47,,324,,"6,390"
KANSAS,STAFFORD,,"15,824",,,,211,,158,,,,,,175,,,,,2,,,40,,,"3,171",123,225,,,,"1,125",,,"1,566",,,,35,,,32,,"22,686"
KANSAS,STANTON,,"38,878",,,,190,,,,15,,,,,,,,,,,,,,,"8,167",,,,,,,,,"7,907",,,,,,,"12,428",,"67,585"
KANSAS,STEVENS,161,"25,236",,,,"3,026",,,,,,,,9,,,,,,,,,73,,"7,410",,,,,,,,,"8,864",,,,,,,"24,120",,"68,899"
KANSAS,SUMNER,,118,,,,,,13,,400,8,,,46,10,,,,339,,,50,17,5,"1,936",,,,,,553,,,874,,,,73,,,182,,"4,625"
KANSAS,THOMAS,,"3,948",,,,"2,969",,,,227,,,,5,238,2,1,,103,,,,159,20,"3,031",16,37,,,,324,,,"2,302",,,,,,,56,,"13,439"
KANSAS,TREGO,,115,,,,"5,249",,13,,137,,,,27,117,4,,,7,,,,,,"3,141",,,,,,106,,,"16,968",,,,,,,131,,"26,017"
KANSAS,WABAUNSEE,624,391,0,0,30,,13,,,,,,,10,,,,,310,35,,,,,"4,407",,,,,,116,,,75,,,,,,,91,,"6,102"
KANSAS,WALLACE,287,"2,308",,,,"5,492",,1,,30,,,,,53,11,,,,,,,,,"19,001",,,,,,244,,,"3,716",,,,,,,"19,865",,"51,006"
KANSAS,WASHINGTON,109,"2,411",,,,"2,808",,1,,,4,,,68,,2,,,604,55,,,,,"2,686",,,,,,122,,,469,,,,26,,,140,,"9,504"
KANSAS,WICHITA,,723,,,,"1,842",,,,,,,,15,4,,,,20,,,,77,,"10,690",,,,,,48,,,"3,125",,,,13,,,"12,863",,"29,421"
KANSAS,WILSON,,301,,,,,,,,,,,,,,,,,8,,,,9,,162,,,,,23,112,,,89,,,,7,,,,,710
KANSAS,WOODSON,,310,,,,,,,,10,16,,,,3,,,,71,2,,200,65,,614,,,,,,116,,,17,,,,,,,,,"1,424"
KENTUCKY,ADAIR,25,61,,,,,,,,,,,,,,,,,,154,,,,,73,,,"1,031",,,,,,,,,,11,,,,,"1,356"
KENTUCKY,ALLEN,,,,,,,,,,4,,,,7,,,,,,612,,,,,84,,,189,,,,,,46,,,,32,,180,,,"1,153"
KENTUCKY,BALLARD,34,17,0,0,10,,,,,75,14,,,,,,,,41,93,,,,,11,,,,,8,127,,,283,,,,137,,,,,849
KENTUCKY,BARREN,28,105,0,0,85,,,,,,,,,1,,,,,,153,,,,,709,,,90,,,,,,80,,,,126,,,19,,"1,395"
KENTUCKY,BATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,56
KENTUCKY,BOURBON,,,,,,,,,,,,,,,,,,,6,432,,,,,,,,,,,,,,,,,,,,,,,437
KENTUCKY,BOYD,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,12
KENTUCKY,BOYLE,,,,,,,,,,,,,,,,,,,,9,,,,,,,,103,,,,,,,,,,86,,,,,199
KENTUCKY,BRACKEN,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8
KENTUCKY,BRECKINRIDGE,920,"1,176",0,0,187,5,,,,55,10,,,11,,,,,63,87,,,,,28,,,4,,,76,,,77,,,,,,278,,,"2,976"
KENTUCKY,BULLITT,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,18
KENTUCKY,BUTLER,386,77,0,0,46,,,,,3,4,,,20,,,,,489,124,,,,,879,,,61,,,83,,,645,,,,459,,,,,"3,275"
KENTUCKY,CALDWELL,966,754,0,0,56,,,,,31,30,,,9,,,,,280,,,38,,,493,,,,,10,127,,,"1,879",,,,2,,,,,"4,674"
KENTUCKY,CALLOWAY,"1,618",103,0,0,3,2,,,,908,41,,,31,,,,,440,99,,,,,,,,,,5,111,,,557,,,,,,15,,,"3,933"
KENTUCKY,CARLISLE,671,36,0,0,138,55,,,,160,,,,1,,,,,363,27,,,,,,,,,,,86,,,65,,,,,,,,,"1,601"
KENTUCKY,CARTER,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7
KENTUCKY,CASEY,111,9,22,0,0,,,,,,,,,,,,,,,28,,,,,,,,38,,,,,,,,,,,,,,,208
KENTUCKY,CHRISTIAN,"3,908","4,036",0,0,339,,,,,274,663,,,9,,,,,"1,997",160,,,127,,"1,576",,,3,,,642,,,"2,984",,,,45,,472,47,,"17,283"
KENTUCKY,CLARK,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,68
KENTUCKY,CLINTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,177,,430
KENTUCKY,CRITTENDEN,"2,828",538,0,0,239,,,,,10,35,,,9,,,,,554,359,,,,,846,,,14,,,196,,,"2,813",,,,83,,,,,"8,523"
KENTUCKY,DAVIESS,183,29,0,0,11,,,,,42,19,,,,,,,,290,26,,11,5,,,,,,,,227,,,301,,,,66,,,,,"1,209"
KENTUCKY,EDMONSON,111,97,,,,,,,,,,,,,,,,,8,128,,,,,60,,,303,,,,,,107,,,,,,,,,814
KENTUCKY,ESTILL,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,17
KENTUCKY,FAYETTE,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,27
KENTUCKY,FLEMING,,,,,,,,,,,,,,,,,,,,120,,,,,,,,2,,,,,,,,,,,,,,,122
KENTUCKY,FLOYD,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
KENTUCKY,FULTON,508,28,0,0,88,2,,,,516,,,,,,,,,306,,,23,,,,,,,,15,35,,,122,,,,77,,,,,"1,718"
KENTUCKY,GARRARD,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,883,,899
KENTUCKY,GRANT,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3
KENTUCKY,GRAVES,"3,424",525,0,0,230,12,,,,689,36,,,21,,,,,912,59,,,,,461,,,,,54,364,,,736,,,,12,,,,,"7,535"
KENTUCKY,GRAYSON,929,919,0,0,20,,,,,10,,,,8,,,,,70,99,,,,,773,,,59,,,60,,,515,,,,47,,,,,"3,507"
KENTUCKY,GREEN,74,122,0,0,29,,,,,,,,,,,,,,,244,,,,,204,,,443,,,,,,128,,,,523,,,,,"1,768"
KENTUCKY,HANCOCK,,,,,,,,,,,6,,,,,,,,38,,,5,,,39,,,,,,65,,,382,,,,455,,,,,990
KENTUCKY,HARDIN,225,435,0,0,7,,,,,14,3,,,12,,,,,97,14,,,,,22,,,,,,17,,,232,,,,278,,,,,"1,357"
KENTUCKY,HARRISON,,,,,,,,,,,,,,,,,,,,47,,,,,,,,5,,,,,,,,,,,,,,,52
KENTUCKY,HART,52,76,0,0,63,,,,,,,,,,,,,,,667,,,,,245,,,801,,,,,,101,,,,,,,,,"2,005"
KENTUCKY,HENDERSON,53,142,0,0,42,,,,,34,64,,,,,,,,410,72,,,,,119,,,,,40,631,,,383,,,,15,,,,,"2,004"
KENTUCKY,HENRY,,89,,,,,,,,1,,,,,,,,,,21,,,,,,,,,,,10,,,,,,,37,,,,,159
KENTUCKY,HICKMAN,"1,155",,0,0,155,5,,,,743,14,,,,,,,,911,29,,7,,,,,,,,511,18,,,308,,,,,,,,,"3,856"
KENTUCKY,HOPKINS,664,366,0,0,17,,,,,25,60,,,4,,,,,394,,,,,,637,,,19,,,69,,,"1,724",,,,116,,,,,"4,097"
KENTUCKY,JEFFERSON,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,6
KENTUCKY,KENTON,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8
KENTUCKY,LARUE,182,,,,,,,,,8,,,,,,,,,24,,,,,,,,,,,,21,,,,,,,544,,,,,779
KENTUCKY,LINCOLN,,,,,,,,,,,,,,,,,,,,42,,,,,,,,23,,,,,,,,,,,,,,,65
KENTUCKY,LIVINGSTON,214,62,44,0,98,58,,,,3,,,,17,,,,,117,256,,,,,"1,133",,,,,10,117,,,711,,,,11,,41,,,"2,891"
KENTUCKY,LOGAN,150,30,0,0,29,,,,,78,87,,,,,,,,650,40,,,10,,941,,,772,,,271,,,"6,429",,,,488,,437,,,"10,413"
KENTUCKY,LYON,80,,,,,,,,,12,10,,,,,,,,34,,,,,,,,,,,,,,,251,,,,,,,,,387
KENTUCKY,MCCRACKEN,78,,0,0,57,,,,,44,35,,,,,,,,38,8,,,,,,,,,,,71,,,34,,,,10,,,,,375
KENTUCKY,MCCREARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,13
KENTUCKY,MCLEAN,9,106,0,0,17,,,,,28,47,,,2,,,,,507,101,,,,,70,,,,,,115,,,492,,,,40,,,,,"1,533"
KENTUCKY,MADISON,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,6
KENTUCKY,MAGOFFIN,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KENTUCKY,MARION,57,11,0,0,65,2,,,,10,5,,,,,,,,58,153,,,,,1,,,13,,,4,,,,,,,19,,,144,,541
KENTUCKY,MARSHALL,697,28,0,0,107,,,,,176,20,,,19,,,,,150,8,,10,,,322,,,,,8,57,,,499,,,,,,,,,"2,100"
KENTUCKY,MEADE,25,185,,,,6,,,,8,5,,,0,,,,,13,5,,,,,,,,,,,24,,,52,,,,2,,,,,324
KENTUCKY,MERCER,,,,,,,,,,,,,,,,,,,,22,,,,,,,,3,,,,,,,,,,,,,,,25
KENTUCKY,METCALFE,6,9,0,0,6,,,,,,,,,,,,,,,40,,,,,65,,,99,,,,,,,,,,5,,,,,230
KENTUCKY,MONROE,,,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,121
KENTUCKY,MONTGOMERY,,,,,,,,,,,,,,,,,,,1,34,,,,,,,,,,,,,,,,,,,,,,,35
KENTUCKY,MUHLENBERG,"1,087",,,,,,,,,15,56,,,,,,,,264,50,,,,,641,,,,,,71,,,"1,539",,,,83,,,,,"3,804"
KENTUCKY,NELSON,,59,0,0,21,,,,,,10,,,,,,,,31,51,,,,,,,,,,,14,,,,,,,11,,,,,198
KENTUCKY,NICHOLAS,,,,,,,,,,,,,,,,,,,1,37,,,,,,,,,,,,,,,,,,,,,272,,310
KENTUCKY,OHIO,,,,,,,,,,4,,,,1,,,,,79,,,,,,151,,,,,,143,,,352,,,,,,,,,730
KENTUCKY,OLDHAM,16,21,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,44
KENTUCKY,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4
KENTUCKY,PULASKI,14,,,,,,,,,3,,,,,,,,,,26,,,,,36,,,15,,,,,,,,,,51,,309,79,,533
KENTUCKY,ROBERTSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,10
KENTUCKY,RUSSELL,,,0,0,1,,,,,,1,,,,,,,,,2,,,,,14,,,15,,,25,,,,,,,39,,,,,98
KENTUCKY,SHELBY,,113,,,,,,,,26,,,,,,,,,144,3,,,,,,,,,,,174,,,,,,,24,,,,,485
KENTUCKY,SIMPSON,,41,0,0,273,,,,,45,,,,,,,,,30,60,,,,,29,,,125,,,47,,,492,,,,3,,,,,"1,143"
KENTUCKY,TAYLOR,,294,0,0,27,,,,,,,,,5,,,,,66,332,,,,,34,,,252,,,24,,,77,,,,287,,,,,"1,398"
KENTUCKY,TODD,208,102,0,0,56,,,,,129,22,,,14,,,,,194,,,,,,"1,617",,,,,,544,,,"1,532",,,,294,,447,85,,"5,244"
KENTUCKY,TRIGG,"1,346","1,490",0,0,28,,,,,63,5,,,,,,,,140,,,,,,219,,,,,,229,,,"1,466",,,,3,,,,,"4,989"
KENTUCKY,TRIMBLE,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
KENTUCKY,UNION,248,405,0,0,5,,,,,64,39,,,,,,,,813,57,,43,,,,,,5,,,227,,,"1,114",,,,,,268,,,"3,289"
KENTUCKY,WARREN,,,0,0,13,,,,,,,,,5,,,,,56,394,,,,,150,,,960,,,,,,399,,,,,,,,,"1,977"
KENTUCKY,WASHINGTON,,26,,,,,,,,,,,,0,,,,,,151,,,,,,,,18,,,10,,,,,,,18,,,,,224
KENTUCKY,WAYNE,47,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,78,61,,191
KENTUCKY,WEBSTER,162,"1,030",0,0,25,,,,,205,135,,,35,,,,,"1,649",14,,,,,914,,,2,,,800,,,"4,909",,,,33,,374,235,,"10,522"
KENTUCKY,WOODFORD,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,36,,,,,45
LOUISIANA,AVOYELLES,7,,565,275,29,95,,,,,23,,,5,,,,,36,97,19,"4,715","1,852",,,,0,,,"3,709",16,,,,,21,,,,,165,,"11,628"
LOUISIANA,BEAUREGARD,,,473,0,0,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
LOUISIANA,CADDO,,,0,0,107,,,,,,,,,,,,,,,23,,,,,,,,,,83,,,,,,,,,,,,,212
LOUISIANA,CALDWELL,,,,,,,,,,,,,,,,,,,,38,,"1,798",344,,,,,,,"4,367",,,,,,,,,,,,,"6,548"
LOUISIANA,CATAHOULA,,,160,123,0,,,,,,46,,,80,,,,,157,417,,"15,977","2,046",,,,0,,25,"5,070",,,,,,136,,,,,,,"24,238"
LOUISIANA,CONCORDIA,16,,,,,,,,,,86,,,233,,,,,12,863,,"12,435","16,189",,,335,0,,,"5,134",,,,,,100,,,,,,,"35,402"
LOUISIANA,DE SOTO,,,54,0,51,,,,,,,,,4,,,,,,,,31,,,,,,,,44,,,,,,,,,,,,,185
LOUISIANA,EAST CARROLL,,,0,0,364,,,,,,,,,71,,,,,,47,,758,"6,661",,,,,,,"2,895",,,,,,,,,,,,,"10,796"
LOUISIANA,EAST FELICIANA,11,,590,0,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611
LOUISIANA,EVANGELINE,,16,412,289,46,,,,,,,,,,,,,,,52,,88,93,,,,,,,414,,34,,,,,,,,,,,"1,443"
LOUISIANA,FRANKLIN,24,61,814,0,"6,102",459,,,,,8,,,84,,,,,8,342,,"3,337","7,330",,,,0,,,"2,720",12,,,,1,"2,963",,,,"1,120",,,"25,387"
LOUISIANA,GRANT,,,60,49,0,,,,,,,,,4,,,,,,,,977,,,,,,,,,,,,,,,,5,,,,,"1,095"
LOUISIANA,IBERVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,71
LOUISIANA,JEFFERSON DAVIS,,,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
LOUISIANA,LA SALLE,,,,,,,,,,,,,,,,,,,,12,,202,,,,,,,,42,,,,,,,,,,,,,256
LOUISIANA,MADISON,,,,,,,,,,,,,,56,,,,,16,86,,"6,886","10,290",,,,,,,"3,346",,,,,,,,,,,22,,"20,701"
LOUISIANA,MOREHOUSE,,,61,0,0,,,,,,,,,,,,,,,8,,482,"4,195",,,,,,,"5,090",,,,,,,,,,,,,"9,836"
LOUISIANA,NATCHITOCHES,,96,138,"2,580",0,,,,,,10,,,20,,,,,,472,,886,"1,067",,,,,,,"4,104",,,,,,,,,,,,,"9,374"
LOUISIANA,OUACHITA,5,,0,0,24,,,,,,,,,,,,,,,,,842,567,,,,,,,"1,513",,,,,,,,,,,,,"2,951"
LOUISIANA,RAPIDES,,,0,185,0,,,,,,,,,,,,,,,,,"2,922",,,,,,,,586,,,,,,,,,,,,,"3,693"
LOUISIANA,RED RIVER,,114,410,0,954,,,,,,,,,13,,,,,,5,,314,57,,,,,,,"1,745",,,,,,,,,,,,,"3,613"
LOUISIANA,RICHLAND,,61,"1,898",0,"1,032",145,,,,1,38,,,12,,,,,,111,,957,"10,975",,,,,,22,"5,629",,,,,,,,,,,,,"20,881"
LOUISIANA,SABINE,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,20
LOUISIANA,ST. HELENA,,,112,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,106,,237
LOUISIANA,ST. LANDRY,,,83,0,0,,,,,,,,,0,,,,,,39,,"2,667",65,,,,,,,563,21,,,,,,,,,,,,"3,439"
LOUISIANA,ST. MARTIN,,,,,,,,,,,2,,,,,,,,,,,32,,,,,,,,6,,,,,,,,,,,,,41
LOUISIANA,TANGIPAHOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,78
LOUISIANA,TENSAS,,,,,,,,,,,6,,,14,,,,,19,116,,"11,032","9,156",,,,,,129,"2,749",12,,,,,,,,,,,,"23,233"
LOUISIANA,WASHINGTON,,,217,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217
LOUISIANA,WEST CARROLL,83,24,"4,972",0,503,,,,,,,,,92,,,,,15,311,,"4,136","22,502",,,,,,,"1,442",,,,,,,,15,,,,,"34,094"
LOUISIANA,WEST FELICIANA,,,121,0,0,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131
LOUISIANA,WINN,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,342,,,,,,,,,,,,,365
MAINE,AROOSTOOK,"1,902",,73,0,0,21,,0,,17,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,"2,023"
MAINE,FRANKLIN,,,,,,,,,,,,,,,,,,,,15,,,,,,,,4,,,,,,,,,,,,,40,,60
MAINE,OXFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,48
MAINE,PENOBSCOT,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
MARYLAND,ALLEGANY,130,7,7,0,0,,,,,,,,,,,,,,2,288,,,,,,,,,,,,,,,,,,,,,187,,620
MARYLAND,BALTIMORE,171,28,27,0,3,16,,,,,,,,1,,,,,45,84,,,,,,,,6,,,,,,,,,,,,,55,,437
MARYLAND,CALVERT,8,18,,,,27,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,72
MARYLAND,CAROLINE,39,,,,,19,,,,2,32,,,,,,,,"1,222",117,,41,26,,,,,,,,99,,,,,,,4,,,,,"1,600"
MARYLAND,CARROLL,"1,698",284,88,0,7,21,,,,15,20,,,,1,,,,692,"1,468",,,,,,,,446,134,,,,,,,,,,,,,,"4,873"
MARYLAND,CECIL,615,28,36,0,1,13,,,,7,51,,,,,,,,316,139,,11,,,109,,,,,,6,,,,,,,,,,,,"1,332"
MARYLAND,CHARLES,35,14,2,0,0,,,,,,4,,,,,,,,142,195,,,11,,,,,,,,,,,,,,,,,,,,403
MARYLAND,DORCHESTER,,,,,,11,,,,,76,,,1,,,,,"2,373",332,,42,,,68,,,,,,7,,,,,,,,,,,,"2,911"
MARYLAND,FREDERICK,683,185,38,0,92,141,,,,,,,,,,,,,146,"1,158",,,,,,,,305,,,,,,,,,,,,,,,"2,747"
MARYLAND,GARRETT,344,,2,0,0,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,55,,,557
MARYLAND,HARFORD,150,17,0,0,12,25,,,,,6,,,,,,,,38,314,,,,,,,,,36,,,,,,,,,,,,,,598
MARYLAND,HOWARD,46,41,0,0,19,,,,,6,2,,,,,,,,19,160,,,,,,,,,,,,,,,,,,,,,,,294
MARYLAND,KENT,716,717,173,0,85,362,,,,92,135,,,1,,,,,"1,083",352,3,133,174,,53,,,,,,40,,,,,,,19,,,8,,"4,144"
MARYLAND,MONTGOMERY,296,,0,0,7,,,,,,,,,,,,,,39,197,,,,,,,,,,,,,,,,,,,,,,,540
MARYLAND,PRINCE GEORGES,33,4,2,0,0,,,,,,3,,,,,,,,25,15,,,,,,,,,,,,,,,,,,,,,35,,117
MARYLAND,QUEEN ANNES,45,69,62,0,0,122,,,,19,130,,,1,,,,,"3,847",202,,612,140,,,,,4,,,78,,,,,,,27,5,42,,,"5,406"
MARYLAND,ST. MARYS,192,18,,,,,,,,,29,,,,,,,,361,23,,16,,,,,,,,,4,,,,,,,,,,,,644
MARYLAND,SOMERSET,,,,,,,,,,,58,,,,,,,,795,902,,161,,,,,,,,,3,,,,,,,3,2,,,,"1,923"
